customer_id,customer_name,email,signup_date,last_login_date,region,subscription_plan,monthly_spend,support_tickets,feedback_text,churned
CUST1092,,user92@example.com,15-09-2023,11-12-2023,West,basic,496.99,3,App crashes sometimes,1
CUST1093,Priya,user93@example.com,01-09-2023,28-01-2026,,Premium,296.32,13,Great service,1
CUST1094,Rahul,user94@example.com,05-07-2025,06-02-2026,Central,Basic,136,2,App crashes sometimes,0
CUST1095,Aarav,user95@example.com,17-11-2022,19-11-2022,South,Enterprise,207.22,19,,1
CUST1096,Sneha,user96@example.com,03-08-2023,22-07-2025,West,Basic,430.51,2,,0
CUST1097,Aarav,user97@example.com,20-01-2025,07-09-2025,South,,325.58,8,Slow response from support,0
CUST1098,Priya,user98@example.com,22-09-2023,23-05-2025,West,,375.73,18,very good,1
CUST1099,Priya,user99@example.com,15-09-2023,31-08-2025,Central,Basic,204.24,8,very good,1
CUST1100,Sneha,user100@example.com,03-06-2024,25-06-2026,,,164.55,8,Slow response from support,0
CUST1101,,user101@example.com,24-03-2025,15-11-2026,Central,,475.64,8,Need more features,0
CUST1102,Priya,user102@example.com,24-06-2024,04-04-2025,West,Enterprise,94.84,18,very good,1
CUST1103,,user103@example.com,16-04-2024,23-03-2025,,basic,163.92,3,,0
CUST1104,Priya,user104@example.com,14-08-2023,22-06-2025,East,Enterprise,472.87,17,very good,0
CUST1105,,user105@example.com,25-10-2023,20-02-2024,North,Premium,485.24,12,very good,0
CUST1106,Sneha,user106@example.com,27-11-2024,02-12-2025,East,PREMIUM,313.2,15,Great service,1
CUST1107,Sneha,user107@example.com,26-09-2022,17-07-2023,,Premium,221.87,15,Great service,0
CUST1108,Priya,user108@example.com,29-09-2023,15-04-2025,West,Basic,11.77,13,App crashes sometimes,0
CUST1109,,user109@example.com,19-08-2025,19-12-2027,West,Premium,81.22,9,Excellent!,1
CUST1110,John,user110@example.com,24-07-2024,08-02-2026,,,76.6,6,Slow response from support,0
 CUST1111 ,John,user111@example.com,29-04-2024,12-04-2025,,Enterprise,467.45,16,Great service,1
CUST1112,,user112@example.com,17-04-2025,01-12-2026,East,Enterprise,499.46,15,very good,0
CUST1113,Sneha,user113@example.com,04-02-2025,27-03-2027,Central,basic,274,14,App crashes sometimes,1
CUST1114,,user114@example.com,24-04-2023,16-09-2025,West,,388.89,1,very good,1
CUST1115,Priya,user115@example.com,28-08-2025,30-01-2026,,,250.19,1,,0
CUST1116,,,20-06-2024,30-09-2024,,,265.35,14,Need more features,0
CUST1117,Priya,user117@example.com,13-11-2022,28-01-2023,,Enterprise,237.4,8,Excellent!,1
CUST1118,Priya,user118@example.com,13-10-2025,10-03-2028,South,,269.14,10,Great service,1
CUST1119,,user119@example.com,12-08-2023,31-03-2024,South,,374.65,13,Slow response from support,0
CUST1120,Fatima,user120@example.com,06-09-2023,05-10-2023,West,Premium,27.77,1,,1
CUST1121,Priya,user121@example.com,16-05-2023,09-11-2024,Central,,208.97,5,Need more features,0
CUST1122,,user122@example.com,23-02-2024,18-11-2025,,Enterprise,343.15,15,App crashes sometimes,0
CUST1123,Priya,user123example.com,30-07-2024,17-04-2025,West,Enterprise,335.09,14,Need more features,1
CUST1124,John,user124@example.com,18-04-2025,18-02-2026,South,basic,321.27,13,very good,1
CUST1125,John,user125@example.com,16-09-2024,03-01-2025,North,,122.42,18,,1
CUST1126,John,user126@example.com,10-09-2025,20-10-2026,,,140.87,18,very good,0
CUST1127,Rahul,user127@example.com,17-04-2023,28-12-2024,,Basic,401.96,7,,0
CUST1128,Rahul,user128@example.com,09-07-2025,01-05-2027,North,Enterprise,24.51,14,,0
CUST1129,John,user129@example.com,01-11-2023,05-12-2025,,Premium,-210.67,6,,0
CUST1130,,user130@example.com,11-06-2023,02-10-2025,North,Premium,472.37,9,Slow response from support,1
CUST1131,,user131@example.com,08-04-2023,04-09-2025,North,Enterprise,339.78,12,Slow response from support,1
CUST1132,Priya,user132@example.com,03-01-2025,09-05-2025,,Premium,230.12,8,,1
CUST1133,Priya,user133@example.com,23-08-2024,17-09-2024,,,311.68,17,App crashes sometimes,1
CUST1134,Aarav,user134@example.com,08-08-2024,26-07-2026,North,Enterprise,154.58,13,Need more features,0
CUST1135,,user135@example.com,05-10-2024,31-01-2025,East,,53.11,17,Excellent!,0
CUST1136,,user136@example.com,11-01-2025,16-03-2026,Central,basic,295.73,4,Slow response from support,1
CUST1137,Sneha,user137@example.com,27-07-2023,29-08-2023,,Enterprise,346.69,6,very good,1
CUST1138,,user138@example.com,23-07-2022,24-06-2024,East,Premium,186.83,20,Great service,1
CUST1139,Aarav,user139@example.com,08-09-2022,23-01-2025,,Enterprise,412.97,2,Great service,0
CUST1140,Sneha,user140@example.com,14-05-2023,19-09-2023,,,394.55,6,App crashes sometimes,0
CUST1141,Rahul,user141@example.com,23-04-2023,24-03-2024,South,PREMIUM,388.31,19,,0
CUST1142,Fatima,user142@example.com,29-05-2023,23-08-2025,,,91.38,0,Great service,0
CUST1143,Rahul,user143@example.com,03-05-2023,25-12-2024,,basic,165.27,5,Great service,1
CUST1144,Priya,user144@example.com,13-12-2024,08-04-2025,West,PREMIUM,374.1,15,,1
CUST1145,Aarav,,30-03-2023,18-12-2024,North,basic,26.47,16,very good,1
CUST1146,Priya,user146@example.com,02-04-2024,12-06-2025,East,PREMIUM,344.62,15,Slow response from support,1
CUST1147,John,user147@example.com,31-10-2022,06-01-2023,West,PREMIUM,67.46,19,Excellent!,1
 CUST1148 ,,user148@example.com,24-05-2025,07-08-2026,South,basic,54.09,3,Excellent!,0
CUST1149,,user149@example.com,26-11-2023,22-03-2026,East,,229.48,13,,0
CUST1150,Priya,user150@example.com,07-06-2023,24-06-2024,North,basic,477.03,15,Slow response from support,0
CUST1151,Priya,user151@example.com,17-07-2022,17-08-2024,West,Enterprise,370.7,4,,0
CUST1152,Fatima,user152@example.com,24-09-2025,01-11-2027,North,PREMIUM,214.35,1,,1
CUST1153,Fatima,user153@example.com,05-11-2024,10-06-2025,,PREMIUM,81.59,15,Slow response from support,0
CUST1154,Aarav,user154@example.com,23-01-2024,19-05-2024,Central,,382.49,18,Excellent!,0
CUST1155,Aarav,user155@example.com,02-07-2023,31-07-2023,South,,94.31,9,,1
CUST1156,Priya,user156@example.com,21-10-2022,22-05-2024,,PREMIUM,330.39,2,Great service,0
CUST1157,John,user157@example.com,17-03-2023,05-04-2024,,Enterprise,212.82,10,,0
CUST1158,Aarav,user158@example.com,08-03-2025,08-11-2026,,Basic,47.05,1,Need more features,0
CUST1159,John,user159@example.com,12-07-2023,07-10-2024,South,,332.66,15,Excellent!,1
CUST1160,John,user160@example.com,15-11-2024,11-03-2025,North,Premium,175.86,3,very good,1
CUST1161,Rahul,user161@example.com,20-03-2024,23-11-2025,,Enterprise,32.12,6,App crashes sometimes,1
CUST1162,Rahul,user162@example.com,16-08-2023,16-07-2024,West,PREMIUM,64.39,15,Need more features,1
CUST1163,Aarav,user163@example.com,17-04-2023,10-09-2024,West,Basic,281.57,11,Excellent!,0
CUST1164,,user164example.com,30-07-2024,17-10-2024,East,Basic,431.74,18,Excellent!,1
CUST1165,Priya,user165@example.com,09-04-2024,30-04-2024,West,,483.27,5,,1
CUST1166,John,user166@example.com,05-08-2022,11-04-2023,,Enterprise,220.66,12,Excellent!,0
CUST1167,Fatima,user167@example.com,30-03-2023,05-03-2024,East,,390.66,2,App crashes sometimes,0
CUST1168,Sneha,user168@example.com,14-08-2025,26-11-2027,South,PREMIUM,78.11,3,,0
CUST1169,,user169@example.com,10-11-2022,27-12-2024,,PREMIUM,380.78,2,very good,0
CUST1170,Rahul,user170@example.com,01-04-2025,04-07-2026,West,Basic,342.16,18,,1
CUST1171,Priya,user171@example.com,18-08-2024,13-11-2025,East,basic,317.54,8,,0
CUST1172,,user172@example.com,14-07-2024,21-08-2024,West,PREMIUM,-33.16,9,Slow response from support,0
CUST1173,Fatima,user173@example.com,09-02-2025,30-04-2027,Central,basic,370.77,1,App crashes sometimes,1
CUST1174,Priya,,23-10-2024,26-03-2025,Central,,479.07,14,,0
CUST1175,Fatima,user175@example.com,20-12-2022,29-01-2023,East,Enterprise,127.63,14,Need more features,1
CUST1176,Priya,user176@example.com,04-03-2024,26-04-2025,East,Basic,388.36,19,,0
CUST1177,Priya,user177@example.com,16-02-2025,11-01-2027,Central,,196.35,8,,0
CUST1178,Priya,user178@example.com,17-10-2022,10-10-2023,East,PREMIUM,158.56,20,Need more features,1
CUST1179,Fatima,user179@example.com,11-02-2024,30-11-2025,North,Enterprise,396.87,4,Excellent!,0
CUST1180,Sneha,user180@example.com,25-09-2023,27-03-2024,South,Premium,475.83,10,App crashes sometimes,1
CUST1181,Rahul,user181@example.com,08-06-2022,06-04-2023,Central,basic,422.99,3,,0
CUST1182,Aarav,user182@example.com,12-11-2022,27-04-2023,West,Enterprise,94.52,19,very good,0
CUST1183,Sneha,user183@example.com,17-10-2025,23-10-2027,Central,Premium,122.58,14,very good,1
CUST1184,,user184@example.com,26-09-2023,01-01-2026,,Enterprise,393.26,6,very good,1
 CUST1185 ,John,user185@example.com,22-02-2024,20-07-2025,North,,266.09,5,Need more features,0
CUST1186,Priya,user186@example.com,11-09-2024,23-02-2027,,Premium,188.75,3,,0
CUST1187,Sneha,user187@example.com,13-07-2023,15-10-2024,,basic,453.13,4,Slow response from support,1
CUST1188,,user188@example.com,17-12-2023,13-01-2024,North,Enterprise,210.37,12,App crashes sometimes,1
CUST1189,Rahul,user189@example.com,05-04-2023,03-05-2023,North,Enterprise,162.75,3,Need more features,1
CUST1190,Priya,user190@example.com,25-08-2024,07-08-2026,North,Enterprise,416.4,15,Great service,1
CUST1191,John,user191@example.com,18-03-2023,20-07-2025,South,Enterprise,79.01,19,Slow response from support,1
CUST1192,Priya,user192@example.com,07-09-2022,25-10-2022,,basic,123.03,20,Slow response from support,1
CUST1193,John,user193@example.com,07-05-2025,06-11-2026,West,Basic,13.14,16,Need more features,0
CUST1194,Fatima,user194@example.com,13-06-2025,09-06-2026,North,PREMIUM,124.08,13,Slow response from support,0
CUST1195,,user195@example.com,19-01-2025,22-06-2026,North,,394.27,16,Excellent!,0
CUST1196,Fatima,user196@example.com,03-03-2024,20-03-2025,South,,130.56,0,Slow response from support,1
CUST1197,Aarav,user197@example.com,07-09-2025,12-06-2027,East,PREMIUM,56.31,18,Need more features,1
CUST1198,Rahul,user198@example.com,25-11-2023,07-03-2026,North,,323.18,14,Need more features,1
CUST1199,Fatima,user199@example.com,26-07-2024,01-09-2024,East,PREMIUM,150.25,1,Great service,0
CUST1200,John,user200@example.com,26-03-2024,08-07-2026,East,,273.8,8,App crashes sometimes,0
CUST1201,,user201@example.com,08-04-2022,10-09-2024,West,,329.59,8,,0
CUST1202,Fatima,user202@example.com,19-06-2024,19-07-2025,,PREMIUM,172.82,5,very good,1
CUST1203,Rahul,,01-07-2023,28-09-2025,Central,Enterprise,45.89,13,Excellent!,0
CUST1204,,user204@example.com,20-10-2023,02-02-2024,South,,44.63,9,very good,1
CUST1205,Aarav,user205example.com,28-06-2024,22-06-2025,North,,226.33,11,,1
CUST1206,,user206@example.com,29-07-2025,17-09-2026,North,Premium,184.84,5,Need more features,0
CUST1207,Aarav,user207@example.com,18-05-2022,14-01-2023,Central,Premium,390.37,11,Excellent!,1
CUST1208,Rahul,user208@example.com,22-10-2025,25-01-2027,Central,Enterprise,474.67,11,Slow response from support,1
CUST1209,Rahul,user209@example.com,26-03-2024,10-02-2025,West,PREMIUM,326.53,7,Great service,0
CUST1210,John,user210@example.com,03-03-2024,29-09-2025,,basic,63.29,8,App crashes sometimes,1
CUST1211,,user211@example.com,14-02-2023,19-06-2023,North,,72.19,2,Need more features,1
CUST1212,John,user212@example.com,28-10-2025,11-03-2028,,Premium,493.35,11,,0
CUST1213,Sneha,user213@example.com,30-07-2025,24-01-2026,,Premium,397.88,16,Slow response from support,0
CUST1214,Rahul,user214@example.com,30-04-2023,17-07-2025,Central,Basic,249.54,11,very good,1
CUST1215,Priya,user215@example.com,15-05-2022,27-03-2023,South,Enterprise,-202.09,15,Excellent!,1
CUST1216,Rahul,user216@example.com,08-08-2025,22-10-2025,,Premium,227.74,16,Need more features,1
CUST1217,John,user217@example.com,05-06-2024,01-11-2025,South,Premium,455.8,1,Need more features,0
CUST1218,John,user218@example.com,23-10-2023,18-10-2025,South,,116.61,16,Slow response from support,1
CUST1219,Rahul,user219@example.com,02-02-2025,10-11-2025,South,,66.96,9,Need more features,0
CUST1220,Priya,user220@example.com,02-07-2025,09-07-2027,North,,451.49,10,Great service,0
CUST1221,,user221@example.com,27-03-2025,23-12-2025,,PREMIUM,327.31,18,Great service,1
 CUST1222 ,John,user222@example.com,17-08-2023,04-06-2025,West,Basic,478.54,15,Excellent!,0
CUST1223,Fatima,user223@example.com,03-05-2022,11-10-2022,Central,Premium,222.6,15,App crashes sometimes,1
CUST1224,Fatima,user224@example.com,03-10-2023,03-03-2026,Central,PREMIUM,360.59,11,Need more features,1
CUST1225,Sneha,user225@example.com,06-08-2022,28-06-2023,South,Basic,124.66,3,very good,1
CUST1226,Rahul,user226@example.com,14-04-2022,05-02-2023,,Enterprise,472.97,19,App crashes sometimes,1
CUST1227,,user227@example.com,29-03-2025,06-04-2027,East,basic,159.79,5,very good,1
CUST1228,Sneha,user228@example.com,17-02-2022,20-05-2022,Central,Enterprise,472.89,16,App crashes sometimes,1
CUST1229,Aarav,user229@example.com,10-04-2022,31-05-2022,,Basic,144.27,19,,1
CUST1230,Aarav,user230@example.com,01-06-2024,16-10-2024,West,Basic,441.82,11,,1
CUST1231,,user231@example.com,13-03-2025,09-10-2026,Central,basic,101.35,17,Slow response from support,1
CUST1232,Priya,,31-01-2025,13-11-2025,West,Enterprise,413.53,19,Need more features,0
CUST1233,Aarav,user233@example.com,26-11-2023,19-06-2025,North,Basic,469.78,4,Excellent!,0
CUST1234,Rahul,user234@example.com,08-10-2022,07-10-2024,East,PREMIUM,169.86,15,Need more features,1
CUST1235,,user235@example.com,15-10-2023,29-03-2024,,PREMIUM,199.51,19,,1
CUST1236,,user236@example.com,06-09-2023,04-01-2025,Central,Enterprise,408.8,11,Slow response from support,1
CUST1237,,user237@example.com,12-07-2025,08-08-2025,South,PREMIUM,300.47,8,Great service,0
CUST1238,Aarav,user238@example.com,12-07-2025,20-07-2027,Central,,311.77,12,App crashes sometimes,0
CUST1239,,user239@example.com,14-08-2022,25-02-2023,,Premium,14.37,10,Need more features,1
CUST1240,Sneha,user240@example.com,20-04-2024,15-09-2025,Central,Enterprise,388.61,15,Need more features,0
CUST1241,Fatima,user241@example.com,18-09-2025,20-01-2027,Central,Enterprise,265.11,10,very good,0
CUST1242,Sneha,user242@example.com,16-10-2025,15-12-2027,South,Enterprise,434.49,20,very good,1
CUST1243,,user243@example.com,16-02-2025,18-12-2025,East,basic,116.31,9,App crashes sometimes,1
CUST1244,,user244@example.com,16-12-2023,11-07-2025,West,,467.18,8,Slow response from support,1
CUST1245,Priya,user245@example.com,08-12-2023,06-02-2026,East,basic,403.28,9,,0
CUST1246,John,user246example.com,05-09-2025,25-05-2026,South,Basic,374.93,6,,0
CUST1247,Sneha,user247@example.com,14-06-2025,12-07-2027,North,Basic,295.48,7,App crashes sometimes,0
CUST1248,Rahul,user248@example.com,26-04-2024,30-03-2025,West,,360.09,3,Great service,0
CUST1249,Aarav,user249@example.com,01-09-2024,02-01-2026,,Basic,327.02,9,,1
CUST1250,Rahul,user250@example.com,28-08-2025,07-04-2027,North,,119.95,1,Excellent!,0
CUST1251,John,user251@example.com,24-03-2024,08-06-2026,Central,PREMIUM,250.22,9,Great service,0
CUST1252,,user252@example.com,08-08-2022,17-07-2023,East,Premium,145.86,20,Need more features,1
CUST1253,Aarav,user253@example.com,19-08-2022,23-07-2023,,Enterprise,85.43,14,Need more features,1
CUST1254,,user254@example.com,28-08-2023,31-03-2025,Central,Enterprise,338.83,6,Excellent!,0
CUST1255,Fatima,user255@example.com,27-06-2022,11-08-2023,South,Basic,336.28,5,very good,0
CUST1256,Aarav,user256@example.com,19-06-2023,15-07-2024,East,,121.58,8,,1
CUST1257,Rahul,user257@example.com,07-01-2024,16-12-2025,West,,121.97,3,,1
CUST1258,Sneha,user258@example.com,26-10-2024,16-10-2026,South,Premium,-386.07,3,,1
 CUST1259 ,,user259@example.com,06-09-2024,09-02-2025,,PREMIUM,230.21,19,Excellent!,1
CUST1260,Fatima,user260@example.com,22-09-2025,15-01-2028,North,PREMIUM,113.11,7,very good,0
CUST1261,Rahul,,18-08-2022,20-10-2022,East,,415.24,16,Need more features,0
CUST1262,,user262@example.com,01-12-2024,26-02-2026,,Basic,62.54,6,Slow response from support,1
CUST1263,John,user263@example.com,17-07-2024,29-11-2024,,Basic,259.06,14,very good,0
CUST1264,,user264@example.com,21-03-2024,06-12-2024,East,,409.14,6,Great service,0
CUST1265,John,user265@example.com,11-05-2022,16-11-2023,West,Premium,497.09,2,Great service,1
CUST1266,,user266@example.com,05-10-2022,27-11-2024,West,,322.55,20,,1
CUST1267,Priya,user267@example.com,13-02-2024,03-03-2025,South,PREMIUM,44.72,17,,0
CUST1268,John,user268@example.com,15-03-2024,07-09-2025,West,,68.04,7,Great service,0
CUST1269,Fatima,user269@example.com,20-01-2025,30-03-2026,South,Enterprise,268.31,7,very good,0
CUST1270,Aarav,user270@example.com,22-01-2023,06-07-2025,South,Premium,363.89,3,Excellent!,0
CUST1271,Aarav,user271@example.com,18-05-2022,29-08-2022,West,basic,299,14,App crashes sometimes,0
CUST1272,Sneha,user272@example.com,25-04-2023,28-10-2024,,,112.55,1,,0
CUST1273,Rahul,user273@example.com,25-03-2025,14-02-2026,,PREMIUM,290.85,10,,0
CUST1274,,user274@example.com,29-03-2023,25-05-2024,North,Enterprise,153.75,1,Excellent!,0
CUST1275,,user275@example.com,10-08-2025,28-06-2027,South,Enterprise,193.67,16,Excellent!,1
CUST1276,John,user276@example.com,10-02-2024,16-08-2024,,,378.44,15,App crashes sometimes,0
CUST1277,Rahul,user277@example.com,23-10-2022,25-01-2025,West,Premium,234.2,1,Excellent!,1
CUST1278,Priya,user278@example.com,07-06-2023,01-01-2024,Central,,168.48,2,,1
CUST1279,Sneha,user279@example.com,26-01-2023,19-03-2023,,,137.89,19,Slow response from support,0
CUST1280,Fatima,user280@example.com,18-04-2025,29-04-2027,East,Basic,337.37,6,App crashes sometimes,1
CUST1281,Sneha,user281@example.com,10-03-2023,20-09-2023,West,Premium,481.23,3,App crashes sometimes,1
CUST1282,John,user282@example.com,04-02-2025,30-12-2025,East,Enterprise,388.88,12,,1
CUST1283,Fatima,user283@example.com,16-11-2024,09-04-2026,East,basic,235.67,15,App crashes sometimes,1
CUST1284,,user284@example.com,04-04-2022,01-11-2023,East,Premium,432.72,4,,0
