customer_id,customer_name,email,signup_date,last_login_date,region,subscription_plan,monthly_spend,support_tickets,feedback_text,churned
CUST1074,John,user74@example.com,2022-08-23,2024-10-27,Central,Unknown,410.55,9,Great service,0
CUST1075,Priya,user75@example.com,2024-02-08,2025-03-20,Unknown,Unknown,471.03,6,App crashes sometimes,0
CUST1076,Unknown,user76@example.com,2023-09-10,2026-01-27,Unknown,Enterprise,343.71,3,No Feedback,0
CUST1077,Priya,user77@example.com,2022-05-22,2023-10-22,West,Enterprise,325.53,0,very good,1
CUST1078,John,user78@example.com,2025-07-25,2027-11-20,Central,Unknown,232.57,4,Need more features,1
CUST1079,Sneha,user79@example.com,2025-01-07,2027-03-11,Unknown,Basic,244.33,13,No Feedback,1
CUST1080,Aarav,user80@example.com,2023-07-26,2024-10-29,West,Unknown,125.71,14,No Feedback,1
CUST1081,John,user81@example.com,2023-10-28,2024-05-01,Central,Unknown,246.34,11,No Feedback,1
CUST1082,Unknown,user82example.com,2023-07-20,2025-02-08,West,Premium,10.02,6,App crashes sometimes,0
CUST1083,Priya,user83@example.com,2023-05-08,2025-04-14,East,Premium,240.67,15,Great service,1
CUST1084,Fatima,user84@example.com,2024-04-08,2026-03-17,West,Unknown,125.44,18,very good,1
CUST1085,John,user85@example.com,2025-02-01,2026-01-05,South,Basic,179.15,14,No Feedback,1
CUST1087,Sneha,,2023-07-21,2025-07-31,East,Premium,296.85,16,Slow response from support,1
CUST1088,Aarav,user88@example.com,2024-01-10,2024-07-11,North,Premium,154.62,17,No Feedback,0
CUST1089,Aarav,user89@example.com,2023-08-22,2025-08-05,Central,Enterprise,472.32,20,Slow response from support,1
CUST1090,Unknown,user90@example.com,2024-08-19,2025-12-22,North,Unknown,223.03,5,No Feedback,0
CUST1091,Rahul,user91@example.com,2022-05-14,2023-06-28,Unknown,Premium,248.41,18,Need more features,0
CUST1092,Unknown,user92@example.com,2023-09-15,2023-12-11,West,Basic,496.99,3,App crashes sometimes,1
CUST1093,Priya,user93@example.com,2023-09-01,2026-01-28,Unknown,Premium,296.32,13,Great service,1
CUST1094,Rahul,user94@example.com,2025-07-05,2026-02-06,Central,Basic,136.0,2,App crashes sometimes,0
CUST1095,Aarav,user95@example.com,2022-11-17,2022-11-19,South,Enterprise,207.22,19,No Feedback,1
CUST1096,Sneha,user96@example.com,2023-08-03,2025-07-22,West,Basic,430.51,2,No Feedback,0
CUST1097,Aarav,user97@example.com,2025-01-20,2025-09-07,South,Unknown,325.58,8,Slow response from support,0
CUST1098,Priya,user98@example.com,2023-09-22,2025-05-23,West,Unknown,375.73,18,very good,1
CUST1099,Priya,user99@example.com,2023-09-15,2025-08-31,Central,Basic,204.24,8,very good,1
CUST1100,Sneha,user100@example.com,2024-06-03,2026-06-25,Unknown,Unknown,164.55,8,Slow response from support,0
CUST1101,Unknown,user101@example.com,2025-03-24,2026-11-15,Central,Unknown,475.64,8,Need more features,0
CUST1102,Priya,user102@example.com,2024-06-24,2025-04-04,West,Enterprise,94.84,18,very good,1
CUST1103,Unknown,user103@example.com,2024-04-16,2025-03-23,Unknown,Basic,163.92,3,No Feedback,0
CUST1104,Priya,user104@example.com,2023-08-14,2025-06-22,East,Enterprise,472.87,17,very good,0
CUST1105,Unknown,user105@example.com,2023-10-25,2024-02-20,North,Premium,485.24,12,very good,0
CUST1106,Sneha,user106@example.com,2024-11-27,2025-12-02,East,Premium,313.2,15,Great service,1
CUST1107,Sneha,user107@example.com,2022-09-26,2023-07-17,Unknown,Premium,221.87,15,Great service,0
CUST1108,Priya,user108@example.com,2023-09-29,2025-04-15,West,Basic,11.77,13,App crashes sometimes,0
CUST1109,Unknown,user109@example.com,2025-08-19,2027-12-19,West,Premium,81.22,9,Excellent!,1
CUST1110,John,user110@example.com,2024-07-24,2026-02-08,Unknown,Unknown,76.6,6,Slow response from support,0
CUST1111,John,user111@example.com,2024-04-29,2025-04-12,Unknown,Enterprise,467.45,16,Great service,1
CUST1112,Unknown,user112@example.com,2025-04-17,2026-12-01,East,Enterprise,499.46,15,very good,0
CUST1113,Sneha,user113@example.com,2025-02-04,2027-03-27,Central,Basic,274.0,14,App crashes sometimes,1
CUST1114,Unknown,user114@example.com,2023-04-24,2025-09-16,West,Unknown,388.89,1,very good,1
CUST1115,Priya,user115@example.com,2025-08-28,2026-01-30,Unknown,Unknown,250.19,1,No Feedback,0
CUST1116,Unknown,,2024-06-20,2024-09-30,Unknown,Unknown,265.35,14,Need more features,0
CUST1117,Priya,user117@example.com,2022-11-13,2023-01-28,Unknown,Enterprise,237.4,8,Excellent!,1
CUST1118,Priya,user118@example.com,2025-10-13,2028-03-10,South,Unknown,269.14,10,Great service,1
CUST1119,Unknown,user119@example.com,2023-08-12,2024-03-31,South,Unknown,374.65,13,Slow response from support,0
CUST1120,Fatima,user120@example.com,2023-09-06,2023-10-05,West,Premium,27.77,1,No Feedback,1
CUST1121,Priya,user121@example.com,2023-05-16,2024-11-09,Central,Unknown,208.97,5,Need more features,0
CUST1122,Unknown,user122@example.com,2024-02-23,2025-11-18,Unknown,Enterprise,343.15,15,App crashes sometimes,0
CUST1123,Priya,user123example.com,2024-07-30,2025-04-17,West,Enterprise,335.09,14,Need more features,1
CUST1124,John,user124@example.com,2025-04-18,2026-02-18,South,Basic,321.27,13,very good,1
CUST1125,John,user125@example.com,2024-09-16,2025-01-03,North,Unknown,122.42,18,No Feedback,1
CUST1126,John,user126@example.com,2025-09-10,2026-10-20,Unknown,Unknown,140.87,18,very good,0
CUST1127,Rahul,user127@example.com,2023-04-17,2024-12-28,Unknown,Basic,401.96,7,No Feedback,0
CUST1128,Rahul,user128@example.com,2025-07-09,2027-05-01,North,Enterprise,24.51,14,No Feedback,0
CUST1130,Unknown,user130@example.com,2023-06-11,2025-10-02,North,Premium,472.37,9,Slow response from support,1
CUST1131,Unknown,user131@example.com,2023-04-08,2025-09-04,North,Enterprise,339.78,12,Slow response from support,1
CUST1132,Priya,user132@example.com,2025-01-03,2025-05-09,Unknown,Premium,230.12,8,No Feedback,1
CUST1133,Priya,user133@example.com,2024-08-23,2024-09-17,Unknown,Unknown,311.68,17,App crashes sometimes,1
CUST1134,Aarav,user134@example.com,2024-08-08,2026-07-26,North,Enterprise,154.58,13,Need more features,0
CUST1135,Unknown,user135@example.com,2024-10-05,2025-01-31,East,Unknown,53.11,17,Excellent!,0
CUST1136,Unknown,user136@example.com,2025-01-11,2026-03-16,Central,Basic,295.73,4,Slow response from support,1
CUST1137,Sneha,user137@example.com,2023-07-27,2023-08-29,Unknown,Enterprise,346.69,6,very good,1
CUST1138,Unknown,user138@example.com,2022-07-23,2024-06-24,East,Premium,186.83,20,Great service,1
CUST1139,Aarav,user139@example.com,2022-09-08,2025-01-23,Unknown,Enterprise,412.97,2,Great service,0
CUST1140,Sneha,user140@example.com,2023-05-14,2023-09-19,Unknown,Unknown,394.55,6,App crashes sometimes,0
CUST1141,Rahul,user141@example.com,2023-04-23,2024-03-24,South,Premium,388.31,19,No Feedback,0
CUST1142,Fatima,user142@example.com,2023-05-29,2025-08-23,Unknown,Unknown,91.38,0,Great service,0
CUST1143,Rahul,user143@example.com,2023-05-03,2024-12-25,Unknown,Basic,165.27,5,Great service,1
CUST1144,Priya,user144@example.com,2024-12-13,2025-04-08,West,Premium,374.1,15,No Feedback,1
CUST1145,Aarav,,2023-03-30,2024-12-18,North,Basic,26.47,16,very good,1
CUST1146,Priya,user146@example.com,2024-04-02,2025-06-12,East,Premium,344.62,15,Slow response from support,1
CUST1147,John,user147@example.com,2022-10-31,2023-01-06,West,Premium,67.46,19,Excellent!,1
CUST1148,Unknown,user148@example.com,2025-05-24,2026-08-07,South,Basic,54.09,3,Excellent!,0
CUST1149,Unknown,user149@example.com,2023-11-26,2026-03-22,East,Unknown,229.48,13,No Feedback,0
CUST1150,Priya,user150@example.com,2023-06-07,2024-06-24,North,Basic,477.03,15,Slow response from support,0
CUST1151,Priya,user151@example.com,2022-07-17,2024-08-17,West,Enterprise,370.7,4,No Feedback,0
CUST1152,Fatima,user152@example.com,2025-09-24,2027-11-01,North,Premium,214.35,1,No Feedback,1
CUST1153,Fatima,user153@example.com,2024-11-05,2025-06-10,Unknown,Premium,81.59,15,Slow response from support,0
CUST1154,Aarav,user154@example.com,2024-01-23,2024-05-19,Central,Unknown,382.49,18,Excellent!,0
CUST1155,Aarav,user155@example.com,2023-07-02,2023-07-31,South,Unknown,94.31,9,No Feedback,1
CUST1156,Priya,user156@example.com,2022-10-21,2024-05-22,Unknown,Premium,330.39,2,Great service,0
CUST1157,John,user157@example.com,2023-03-17,2024-04-05,Unknown,Enterprise,212.82,10,No Feedback,0
CUST1158,Aarav,user158@example.com,2025-03-08,2026-11-08,Unknown,Basic,47.05,1,Need more features,0
CUST1159,John,user159@example.com,2023-07-12,2024-10-07,South,Unknown,332.66,15,Excellent!,1
CUST1160,John,user160@example.com,2024-11-15,2025-03-11,North,Premium,175.86,3,very good,1
CUST1161,Rahul,user161@example.com,2024-03-20,2025-11-23,Unknown,Enterprise,32.12,6,App crashes sometimes,1
CUST1162,Rahul,user162@example.com,2023-08-16,2024-07-16,West,Premium,64.39,15,Need more features,1
CUST1163,Aarav,user163@example.com,2023-04-17,2024-09-10,West,Basic,281.57,11,Excellent!,0
CUST1164,Unknown,user164example.com,2024-07-30,2024-10-17,East,Basic,431.74,18,Excellent!,1
CUST1165,Priya,user165@example.com,2024-04-09,2024-04-30,West,Unknown,483.27,5,No Feedback,1
CUST1166,John,user166@example.com,2022-08-05,2023-04-11,Unknown,Enterprise,220.66,12,Excellent!,0
CUST1167,Fatima,user167@example.com,2023-03-30,2024-03-05,East,Unknown,390.66,2,App crashes sometimes,0
CUST1168,Sneha,user168@example.com,2025-08-14,2027-11-26,South,Premium,78.11,3,No Feedback,0
CUST1169,Unknown,user169@example.com,2022-11-10,2024-12-27,Unknown,Premium,380.78,2,very good,0
CUST1170,Rahul,user170@example.com,2025-04-01,2026-07-04,West,Basic,342.16,18,No Feedback,1
CUST1171,Priya,user171@example.com,2024-08-18,2025-11-13,East,Basic,317.54,8,No Feedback,0
CUST1173,Fatima,user173@example.com,2025-02-09,2027-04-30,Central,Basic,370.77,1,App crashes sometimes,1
CUST1174,Priya,,2024-10-23,2025-03-26,Central,Unknown,479.07,14,No Feedback,0
CUST1175,Fatima,user175@example.com,2022-12-20,2023-01-29,East,Enterprise,127.63,14,Need more features,1
CUST1176,Priya,user176@example.com,2024-03-04,2025-04-26,East,Basic,388.36,19,No Feedback,0
CUST1177,Priya,user177@example.com,2025-02-16,2027-01-11,Central,Unknown,196.35,8,No Feedback,0
CUST1178,Priya,user178@example.com,2022-10-17,2023-10-10,East,Premium,158.56,20,Need more features,1
CUST1179,Fatima,user179@example.com,2024-02-11,2025-11-30,North,Enterprise,396.87,4,Excellent!,0
CUST1180,Sneha,user180@example.com,2023-09-25,2024-03-27,South,Premium,475.83,10,App crashes sometimes,1
CUST1181,Rahul,user181@example.com,2022-06-08,2023-04-06,Central,Basic,422.99,3,No Feedback,0
CUST1182,Aarav,user182@example.com,2022-11-12,2023-04-27,West,Enterprise,94.52,19,very good,0
CUST1183,Sneha,user183@example.com,2025-10-17,2027-10-23,Central,Premium,122.58,14,very good,1
CUST1184,Unknown,user184@example.com,2023-09-26,2026-01-01,Unknown,Enterprise,393.26,6,very good,1
CUST1185,John,user185@example.com,2024-02-22,2025-07-20,North,Unknown,266.09,5,Need more features,0
CUST1186,Priya,user186@example.com,2024-09-11,2027-02-23,Unknown,Premium,188.75,3,No Feedback,0
CUST1187,Sneha,user187@example.com,2023-07-13,2024-10-15,Unknown,Basic,453.13,4,Slow response from support,1
CUST1188,Unknown,user188@example.com,2023-12-17,2024-01-13,North,Enterprise,210.37,12,App crashes sometimes,1
CUST1189,Rahul,user189@example.com,2023-04-05,2023-05-03,North,Enterprise,162.75,3,Need more features,1
CUST1190,Priya,user190@example.com,2024-08-25,2026-08-07,North,Enterprise,416.4,15,Great service,1
CUST1191,John,user191@example.com,2023-03-18,2025-07-20,South,Enterprise,79.01,19,Slow response from support,1
CUST1192,Priya,user192@example.com,2022-09-07,2022-10-25,Unknown,Basic,123.03,20,Slow response from support,1
CUST1193,John,user193@example.com,2025-05-07,2026-11-06,West,Basic,13.14,16,Need more features,0
CUST1194,Fatima,user194@example.com,2025-06-13,2026-06-09,North,Premium,124.08,13,Slow response from support,0
CUST1195,Unknown,user195@example.com,2025-01-19,2026-06-22,North,Unknown,394.27,16,Excellent!,0
CUST1196,Fatima,user196@example.com,2024-03-03,2025-03-20,South,Unknown,130.56,0,Slow response from support,1
CUST1197,Aarav,user197@example.com,2025-09-07,2027-06-12,East,Premium,56.31,18,Need more features,1
CUST1198,Rahul,user198@example.com,2023-11-25,2026-03-07,North,Unknown,323.18,14,Need more features,1
CUST1199,Fatima,user199@example.com,2024-07-26,2024-09-01,East,Premium,150.25,1,Great service,0
CUST1200,John,user200@example.com,2024-03-26,2026-07-08,East,Unknown,273.8,8,App crashes sometimes,0
CUST1201,Unknown,user201@example.com,2022-04-08,2024-09-10,West,Unknown,329.59,8,No Feedback,0
CUST1202,Fatima,user202@example.com,2024-06-19,2025-07-19,Unknown,Premium,172.82,5,very good,1
CUST1203,Rahul,,2023-07-01,2025-09-28,Central,Enterprise,45.89,13,Excellent!,0
CUST1204,Unknown,user204@example.com,2023-10-20,2024-02-02,South,Unknown,44.63,9,very good,1
CUST1205,Aarav,user205example.com,2024-06-28,2025-06-22,North,Unknown,226.33,11,No Feedback,1
CUST1206,Unknown,user206@example.com,2025-07-29,2026-09-17,North,Premium,184.84,5,Need more features,0
CUST1207,Aarav,user207@example.com,2022-05-18,2023-01-14,Central,Premium,390.37,11,Excellent!,1
CUST1208,Rahul,user208@example.com,2025-10-22,2027-01-25,Central,Enterprise,474.67,11,Slow response from support,1
CUST1209,Rahul,user209@example.com,2024-03-26,2025-02-10,West,Premium,326.53,7,Great service,0
CUST1210,John,user210@example.com,2024-03-03,2025-09-29,Unknown,Basic,63.29,8,App crashes sometimes,1
CUST1211,Unknown,user211@example.com,2023-02-14,2023-06-19,North,Unknown,72.19,2,Need more features,1
CUST1212,John,user212@example.com,2025-10-28,2028-03-11,Unknown,Premium,493.35,11,No Feedback,0
CUST1213,Sneha,user213@example.com,2025-07-30,2026-01-24,Unknown,Premium,397.88,16,Slow response from support,0
CUST1214,Rahul,user214@example.com,2023-04-30,2025-07-17,Central,Basic,249.54,11,very good,1
CUST1216,Rahul,user216@example.com,2025-08-08,2025-10-22,Unknown,Premium,227.74,16,Need more features,1
CUST1217,John,user217@example.com,2024-06-05,2025-11-01,South,Premium,455.8,1,Need more features,0
CUST1218,John,user218@example.com,2023-10-23,2025-10-18,South,Unknown,116.61,16,Slow response from support,1
CUST1219,Rahul,user219@example.com,2025-02-02,2025-11-10,South,Unknown,66.96,9,Need more features,0
CUST1220,Priya,user220@example.com,2025-07-02,2027-07-09,North,Unknown,451.49,10,Great service,0
CUST1221,Unknown,user221@example.com,2025-03-27,2025-12-23,Unknown,Premium,327.31,18,Great service,1
CUST1222,John,user222@example.com,2023-08-17,2025-06-04,West,Basic,478.54,15,Excellent!,0
CUST1223,Fatima,user223@example.com,2022-05-03,2022-10-11,Central,Premium,222.6,15,App crashes sometimes,1
CUST1224,Fatima,user224@example.com,2023-10-03,2026-03-03,Central,Premium,360.59,11,Need more features,1
CUST1225,Sneha,user225@example.com,2022-08-06,2023-06-28,South,Basic,124.66,3,very good,1
CUST1226,Rahul,user226@example.com,2022-04-14,2023-02-05,Unknown,Enterprise,472.97,19,App crashes sometimes,1
CUST1227,Unknown,user227@example.com,2025-03-29,2027-04-06,East,Basic,159.79,5,very good,1
CUST1228,Sneha,user228@example.com,2022-02-17,2022-05-20,Central,Enterprise,472.89,16,App crashes sometimes,1
CUST1229,Aarav,user229@example.com,2022-04-10,2022-05-31,Unknown,Basic,144.27,19,No Feedback,1
CUST1230,Aarav,user230@example.com,2024-06-01,2024-10-16,West,Basic,441.82,11,No Feedback,1
CUST1231,Unknown,user231@example.com,2025-03-13,2026-10-09,Central,Basic,101.35,17,Slow response from support,1
CUST1232,Priya,,2025-01-31,2025-11-13,West,Enterprise,413.53,19,Need more features,0
CUST1233,Aarav,user233@example.com,2023-11-26,2025-06-19,North,Basic,469.78,4,Excellent!,0
CUST1234,Rahul,user234@example.com,2022-10-08,2024-10-07,East,Premium,169.86,15,Need more features,1
CUST1235,Unknown,user235@example.com,2023-10-15,2024-03-29,Unknown,Premium,199.51,19,No Feedback,1
CUST1236,Unknown,user236@example.com,2023-09-06,2025-01-04,Central,Enterprise,408.8,11,Slow response from support,1
CUST1237,Unknown,user237@example.com,2025-07-12,2025-08-08,South,Premium,300.47,8,Great service,0
CUST1238,Aarav,user238@example.com,2025-07-12,2027-07-20,Central,Unknown,311.77,12,App crashes sometimes,0
CUST1239,Unknown,user239@example.com,2022-08-14,2023-02-25,Unknown,Premium,14.37,10,Need more features,1
CUST1240,Sneha,user240@example.com,2024-04-20,2025-09-15,Central,Enterprise,388.61,15,Need more features,0
CUST1241,Fatima,user241@example.com,2025-09-18,2027-01-20,Central,Enterprise,265.11,10,very good,0
CUST1242,Sneha,user242@example.com,2025-10-16,2027-12-15,South,Enterprise,434.49,20,very good,1
CUST1243,Unknown,user243@example.com,2025-02-16,2025-12-18,East,Basic,116.31,9,App crashes sometimes,1
CUST1244,Unknown,user244@example.com,2023-12-16,2025-07-11,West,Unknown,467.18,8,Slow response from support,1
CUST1245,Priya,user245@example.com,2023-12-08,2026-02-06,East,Basic,403.28,9,No Feedback,0
CUST1246,John,user246example.com,2025-09-05,2026-05-25,South,Basic,374.93,6,No Feedback,0
CUST1247,Sneha,user247@example.com,2025-06-14,2027-07-12,North,Basic,295.48,7,App crashes sometimes,0
CUST1248,Rahul,user248@example.com,2024-04-26,2025-03-30,West,Unknown,360.09,3,Great service,0
CUST1249,Aarav,user249@example.com,2024-09-01,2026-01-02,Unknown,Basic,327.02,9,No Feedback,1
CUST1250,Rahul,user250@example.com,2025-08-28,2027-04-07,North,Unknown,119.95,1,Excellent!,0
CUST1251,John,user251@example.com,2024-03-24,2026-06-08,Central,Premium,250.22,9,Great service,0
CUST1252,Unknown,user252@example.com,2022-08-08,2023-07-17,East,Premium,145.86,20,Need more features,1
CUST1253,Aarav,user253@example.com,2022-08-19,2023-07-23,Unknown,Enterprise,85.43,14,Need more features,1
CUST1254,Unknown,user254@example.com,2023-08-28,2025-03-31,Central,Enterprise,338.83,6,Excellent!,0
CUST1255,Fatima,user255@example.com,2022-06-27,2023-08-11,South,Basic,336.28,5,very good,0
CUST1256,Aarav,user256@example.com,2023-06-19,2024-07-15,East,Unknown,121.58,8,No Feedback,1
CUST1257,Rahul,user257@example.com,2024-01-07,2025-12-16,West,Unknown,121.97,3,No Feedback,1
CUST1259,Unknown,user259@example.com,2024-09-06,2025-02-09,Unknown,Premium,230.21,19,Excellent!,1
CUST1260,Fatima,user260@example.com,2025-09-22,2028-01-15,North,Premium,113.11,7,very good,0
CUST1261,Rahul,,2022-08-18,2022-10-20,East,Unknown,415.24,16,Need more features,0
CUST1262,Unknown,user262@example.com,2024-12-01,2026-02-26,Unknown,Basic,62.54,6,Slow response from support,1
CUST1263,John,user263@example.com,2024-07-17,2024-11-29,Unknown,Basic,259.06,14,very good,0
CUST1264,Unknown,user264@example.com,2024-03-21,2024-12-06,East,Unknown,409.14,6,Great service,0
CUST1265,John,user265@example.com,2022-05-11,2023-11-16,West,Premium,497.09,2,Great service,1
CUST1266,Unknown,user266@example.com,2022-10-05,2024-11-27,West,Unknown,322.55,20,No Feedback,1
CUST1267,Priya,user267@example.com,2024-02-13,2025-03-03,South,Premium,44.72,17,No Feedback,0
CUST1268,John,user268@example.com,2024-03-15,2025-09-07,West,Unknown,68.04,7,Great service,0
CUST1269,Fatima,user269@example.com,2025-01-20,2026-03-30,South,Enterprise,268.31,7,very good,0
CUST1270,Aarav,user270@example.com,2023-01-22,2025-07-06,South,Premium,363.89,3,Excellent!,0
